,sentence_no,Word,Tag
9087,369,21st,O
9088,369,homer,O
9089,369,for,O
9090,369,Milwaukee,ORG
9091,370,DOCSTART,O
9092,370,SOCCER,O
9093,370,COCU,PER
9094,370,DOUBLE,O
9095,370,EARNS,O
9096,370,PSV,ORG
9097,370,41,O
9098,370,WIN,O
9099,371,AMSTERDAM,LOC
9100,371,19960822,O
9101,371,Philip,PER
9102,371,Cocu,PER
9103,371,scored,O
9104,371,twice,O
9105,371,in,O
9106,371,the,O
9107,371,second,O
9108,371,half,O
9109,371,to,O
9110,371,spur,O
9111,371,PSV,ORG
9112,371,Eindhoven,ORG
9113,371,to,O
9114,371,a,O
9115,371,41,O
9116,371,away,O
9117,371,win,O
9118,371,over,O
9119,371,NEC,ORG
9120,371,Nijmegen,ORG
9121,371,in,O
9122,371,the,O
9123,371,Dutch,O
9124,371,first,O
9125,371,division,O
9126,371,on,O
9127,371,Thursday,O
9128,372,He,O
9129,372,scored,O
9130,372,from,O
9131,372,close,O
9132,372,range,O
9133,372,in,O
9134,372,the,O
9135,372,54th,O
9136,372,minute,O
9137,372,and,O
9138,372,from,O
9139,372,a,O
9140,372,bicycle,O
9141,372,kick,O
9142,372,13,O
9143,372,minutes,O
9144,372,later,O
9145,373,Arthur,PER
9146,373,Numan,PER
9147,373,and,O
9148,373,Luc,PER
9149,373,Nilis,PER
9150,373,Dutch,O
9151,373,top,O
9152,373,scorer,O
9153,373,last,O
9154,373,season,O
9155,373,were,O
9156,373,PSVs,ORG
9157,373,other,O
9158,373,marksmen,O
9159,374,Ajax,ORG
9160,374,Amsterdam,ORG
9161,374,opened,O
9162,374,their,O
9163,374,title,O
9164,374,defence,O
9165,374,with,O
9166,374,a,O
9167,374,10,O
9168,374,win,O
9169,374,over,O
9170,374,NAC,ORG
9171,374,Breda,ORG
9172,374,on,O
9173,374,Wednesday,O
9174,375,DOCSTART,O
9175,375,SOCCER,O
9176,375,DUTCH,O
9177,375,FIRST,O
9178,375,DIVISION,O
9179,375,SUMMARY,O
9180,376,AMSTERDAM,LOC
9181,376,19960822,O
9182,376,Summary,O
9183,376,of,O
9184,376,Thursdays,O
9185,376,only,O
9186,376,Dutch,O
9187,376,first,O
9188,376,division,O
9189,376,match,O
9190,376,NEC,ORG
9191,376,Nijmegen,ORG
9192,376,1,O
9193,376,Van,O
9194,376,Eykeren,O
9195,376,15th,O
9196,376,PSV,ORG
9197,376,Eindhoven,ORG
9198,376,4,O
9199,376,Numan,O
9200,376,11th,O
9201,376,Nilis,PER
9202,376,42nd,O
9203,376,Cocu,PER
9204,376,54th,O
9205,376,67th,O
9206,377,Halftime,O
9207,377,12,O
9208,378,Attendance,O
9209,378,8000,O
9210,378,DOCSTART,O
9211,378,SOCCER,O
9212,378,DUTCH,O
9213,378,FIRST,O
9214,378,DIVISION,O
9215,378,RESULT,O
9216,379,AMSTERDAM,LOC
9217,379,19960822,O
9218,379,Result,O
9219,379,of,O
9220,379,a,O
9221,379,Dutch,O
9222,379,first,O
9223,379,division,O
9224,379,match,O
9225,379,on,O
9226,379,Thursday,O
9227,379,NEC,ORG
9228,379,Nijmegen,ORG
9229,379,1,O
9230,379,PSV,ORG
9231,379,Eindhoven,ORG
9232,379,4,O
9233,379,DOCSTART,O
9234,379,SOCCER,O
9235,379,SHARPSHOOTER,O
9236,379,KNUP,PER
9237,379,BACK,O
9238,379,IN,O
9239,379,SWISS,O
9240,379,SQUAD,O
9241,380,GENEVA,LOC
9242,380,19960822,O
9243,380,Galatasaray,ORG
9244,380,striker,O
9245,380,Adrian,PER
9246,380,Knup,PER
9247,380,scorer,O
9248,380,of,O
9249,380,26,O
9250,380,goals,O
9251,380,in,O
9252,380,45,O
9253,380,internationals,O
9254,380,has,O
9255,380,been,O
9256,380,recalled,O
9257,380,by,O
9258,380,Switzerland,LOC
9259,380,for,O
9260,380,the,O
9261,380,World,O
9262,380,Cup,O
9263,380,qualifier,O
9264,380,against,O
9265,380,Azerbaijan,LOC
9266,380,in,O
9267,380,Baku,LOC
9268,380,on,O
9269,380,August,O
9270,380,31,O
9271,381,Knup,PER
9272,381,was,O
9273,381,overlooked,O
9274,381,by,O
9275,381,Artur,PER
9276,381,Jorge,PER
9277,381,for,O
9278,381,the,O
9279,381,European,O
9280,381,championship,O
9281,381,finals,O
9282,381,earlier,O
9283,381,this,O
9284,381,year,O
9285,382,But,O
9286,382,new,O
9287,382,coach,O
9288,382,Rolf,PER
9289,382,Fringer,PER
9290,382,is,O
9291,382,clearly,O
9292,382,a,O
9293,382,Knup,PER
9294,382,fan,O
9295,382,and,O
9296,382,included,O
9297,382,him,O
9298,382,in,O
9299,382,his,O
9300,382,19man,O
9301,382,squad,O
9302,382,on,O
9303,382,Thursday,O
9304,383,Switzerland,LOC
9305,383,failed,O
9306,383,to,O
9307,383,progress,O
9308,383,beyond,O
9309,383,the,O
9310,383,opening,O
9311,383,group,O
9312,383,phase,O
9313,383,in,O
9314,383,Euro,O
9315,383,96,O
9316,384,Squad,O
9317,384,Goalkeepers,O
9318,384,Marco,PER
9319,384,Pascolo,PER
9320,384,Cagliari,ORG
9321,384,Pascal,PER
9322,384,Zuberbuehler,PER
9323,384,Grasshoppers,ORG
9324,385,Defenders,O
9325,385,Stephane,PER
9326,385,Henchoz,PER
9327,385,Hamburg,ORG
9328,385,Marc,PER
9329,385,Hottiger,PER
9330,385,Everton,ORG
9331,385,Yvan,PER
9332,385,Quentin,PER
9333,385,Sion,ORG
9334,385,Ramon,PER
9335,385,Vega,PER
9336,385,Cagliari,ORG
9337,385,Raphael,PER
9338,385,Wicky,PER
9339,385,Sion,ORG
9340,386,Midfielders,O
9341,386,Alexandre,PER
9342,386,Comisetti,PER
9343,386,Grasshoppers,ORG
9344,386,Antonio,PER
9345,386,Esposito,PER
9346,386,Grasshoppers,ORG
9347,386,Sebastien,PER
9348,386,Fournier,PER
9349,386,Stuttgart,LOC
9350,386,Christophe,PER
9351,386,Ohrel,PER
9352,386,Lausanne,LOC
9353,386,Patrick,PER
9354,386,Sylvestre,PER
9355,386,Sion,ORG
9356,386,David,PER
9357,386,Sesa,PER
9358,386,Servette,ORG
9359,386,Ciriaco,PER
9360,386,Sforza,PER
9361,386,Inter,ORG
9362,386,Milan,ORG
9363,386,Murat,PER
9364,386,Yakin,PER
9365,386,Grasshoppers,ORG
9366,387,Strikers,O
9367,387,Kubilay,PER
9368,387,Turkyilmaz,PER
9369,387,Grasshoppers,ORG
9370,387,Adrian,PER
9371,387,Knup,PER
9372,387,Galatasaray,ORG
9373,387,Christophe,PER
9374,387,Bonvin,PER
9375,387,Sion,ORG
9376,387,Stephane,PER
9377,387,Chapuisat,PER
9378,387,Borussia,ORG
9379,387,Dortmund,ORG
9380,388,DOCSTART,O
9381,388,ATHLETICS,O
9382,388,IT,O
9383,388,S,O
9384,388,A,O
9385,388,RECORD,O
9386,388,40000,O
9387,388,BEERS,O
9388,388,ON,O
9389,388,THE,O
9390,388,HOUSE,O
9391,389,BRUSSELS,LOC
9392,389,19960822,O
9393,389,Spectators,O
9394,389,at,O
9395,389,Fridays,O
9396,389,Brussels,LOC
9397,389,grand,O
9398,389,prix,O
9399,389,meeting,O
9400,389,have,O
9401,389,an,O
9402,389,extra,O
9403,389,incentive,O
9404,389,to,O
9405,389,cheer,O
9406,389,on,O
9407,389,the,O
9408,389,athletes,O
9409,389,to,O
9410,389,world,O
9411,389,record,O
9412,389,performances,O
9413,389,a,O
9414,389,free,O
9415,389,glass,O
9416,389,of,O
9417,389,beer,O
9418,390,A,O
9419,390,Belgian,O
9420,390,brewery,O
9421,390,has,O
9422,390,offered,O
9423,390,to,O
9424,390,pay,O
9425,390,for,O
9426,390,a,O
9427,390,free,O
9428,390,round,O
9429,390,of,O
9430,390,drinks,O
9431,390,for,O
9432,390,all,O
9433,390,of,O
9434,390,the,O
9435,390,40000,O
9436,390,crowd,O
9437,390,if,O
9438,390,a,O
9439,390,world,O
9440,390,record,O
9441,390,goes,O
9442,390,at,O
9443,390,the,O
9444,390,meeting,O
9445,390,organisers,O
9446,390,said,O
9447,390,on,O
9448,390,Thursday,O
9449,391,It,O
9450,391,could,O
9451,391,be,O
9452,391,one,O
9453,391,of,O
9454,391,the,O
9455,391,most,O
9456,391,expensive,O
9457,391,rounds,O
9458,391,of,O
9459,391,drinks,O
9460,391,ever,O
9461,392,The,O
9462,392,meeting,O
9463,392,is,O
9464,392,sold,O
9465,392,out,O
9466,392,already,O
9467,393,Two,O
9468,393,world,O
9469,393,records,O
9470,393,are,O
9471,393,in,O
9472,393,serious,O
9473,393,danger,O
9474,393,of,O
9475,393,being,O
9476,393,broken,O
9477,393,at,O
9478,393,the,O
9479,393,meeting,O
9480,393,the,O
9481,393,womens,O
9482,393,1000,O
9483,393,metres,O
9484,393,and,O
9485,393,the,O
9486,393,mens,O
9487,393,3000,O
9488,393,metres,O
9489,394,DOCSTART,O
9490,394,GOLF,O
9491,394,GERMAN,O
9492,394,OPEN,O
9493,394,FIRST,O
9494,394,ROUND,O
9495,394,SCORES,O
9496,395,STUTTGART,LOC
9497,395,Germany,LOC
9498,395,19960822,O
9499,395,Leading,O
9500,395,first,O
9501,395,round,O
9502,395,scores,O
9503,395,in,O
9504,395,the,O
9505,395,German,O
9506,395,Open,O
9507,395,golf,O
9508,395,championship,O
9509,395,on,O
9510,395,Thursday,O
9511,395,Britain,LOC
9512,395,unless,O
9513,395,stated,O
9514,395,62,O
9515,395,Paul,PER
9516,395,Broadhurst,PER
9517,395,63,O
9518,395,Raymond,PER
9519,395,Russell,PER
9520,395,64,O
9521,395,David,PER
9522,395,J,PER
9523,395,Russell,PER
9524,395,Michael,PER
9525,395,Campbell,PER
9526,395,New,LOC
9527,395,Zealand,LOC
9528,395,Ian,PER
9529,395,Woosnam,PER
9530,395,Bernhard,PER
9531,395,Langer,PER
9532,395,Germany,LOC
9533,395,Ronan,PER
9534,395,Rafferty,PER
9535,395,Mats,PER
9536,395,Lanner,PER
9537,395,Sweden,LOC
9538,395,Wayne,PER
9539,395,Riley,PER
9540,395,Australia,LOC
9541,395,65,O
9542,395,Eamonn,PER
9543,395,Darcy,PER
9544,395,Ireland,LOC
9545,395,Per,PER
9546,395,Nyman,PER
9547,395,Sweden,LOC
9548,395,Russell,PER
9549,395,Claydon,PER
9550,395,Mark,PER
9551,395,Roe,PER
9552,395,Retief,PER
9553,395,Goosen,PER
9554,395,South,LOC
9555,395,Africa,LOC
9556,395,Carl,PER
9557,395,Suneson,PER
9558,395,66,O
9559,395,Stephen,PER
9560,395,Field,PER
9561,395,Paul,PER
9562,395,Lawrie,PER
9563,395,Ian,PER
9564,395,Pyman,PER
9565,395,Max,PER
9566,395,Anglert,PER
9567,395,Sweden,LOC
9568,395,Miles,PER
9569,395,Tunnicliff,PER
9570,395,Christian,PER
9571,395,Cevaer,PER
9572,395,France,LOC
9573,395,Des,PER
9574,395,Smyth,PER
9575,395,Ireland,LOC
9576,395,David,PER
9577,395,Carter,PER
9578,395,Lee,PER
9579,395,Westwood,PER
9580,395,Greg,PER
9581,395,Chalmers,PER
9582,395,Australia,LOC
9583,395,Miguel,PER
9584,395,Angel,PER
9585,395,Martin,PER
9586,395,Spain,LOC
9587,395,Thomas,PER
9588,395,Bjorn,PER
9589,395,Denmark,LOC
9590,395,Fernando,PER
9591,395,Roca,PER
9592,395,Spain,LOC
9593,395,Derrick,PER
9594,395,Cooper,PER
9595,395,67,O
9596,395,Jeff,PER
9597,395,Hawksworth,PER
9598,395,Padraig,PER
9599,395,Harrington,PER
9600,395,Ireland,LOC
9601,395,Michael,PER
9602,395,Welch,PER
9603,395,Thomas,PER
9604,395,Gogele,PER
9605,395,Germany,LOC
9606,395,Paul,PER
9607,395,McGinley,PER
9608,395,Ireland,LOC
9609,395,Gary,PER
9610,395,Orr,PER
9611,395,JoseMaria,PER
9612,395,Canizares,PER
9613,395,Spain,LOC
9614,395,Michael,PER
9615,395,Jonzon,PER
9616,395,Sweden,LOC
9617,395,Paul,PER
9618,395,Eales,PER
9619,395,David,PER
9620,395,Williams,PER
9621,395,Andrew,PER
9622,395,Coltart,PER
9623,395,Jonathan,PER
9624,395,Lomas,PER
9625,395,Jose,PER
9626,395,Rivero,PER
9627,395,Spain,LOC
9628,395,Robert,PER
9629,395,Karlsson,PER
9630,395,Sweden,LOC
9631,395,Marcus,PER
9632,395,Wills,PER
9633,395,Pedro,PER
9634,395,Linhart,PER
9635,395,Spain,LOC
9636,395,Jamie,PER
9637,395,Spence,PER
9638,395,Terry,PER
9639,395,Price,PER
9640,395,Australia,LOC
9641,395,Juan,PER
9642,395,Carlos,PER
9643,395,Pinero,PER
9644,395,Spain,LOC
9645,395,Mark,PER
9646,395,Mouland,PER
9647,395,DOCSTART,O
9648,395,SOCCER,O
9649,395,UEFA,ORG
9650,395,REWARDS,O
9651,395,THREE,O
9652,395,COUNTRIES,O
9653,395,FOR,O
9654,395,FAIR,O
9655,395,PLAY,O
9656,396,GENEVA,LOC
9657,396,19960822,O
9658,396,Norway,LOC
9659,396,England,LOC
9660,396,and,O
9661,396,Sweden,LOC
9662,396,were,O
9663,396,rewarded,O
9664,396,for,O
9665,396,their,O
9666,396,fair,O
9667,396,play,O
9668,396,on,O
9669,396,Thursday,O
9670,396,with,O
9671,396,an,O
9672,396,additional,O
9673,396,place,O
9674,396,in,O
9675,396,the,O
9676,396,199798,O
9677,396,UEFA,O
9678,396,Cup,O
9679,396,competition,O
9680,397,Norway,LOC
9681,397,headed,O
9682,397,the,O
9683,397,UEFA,O
9684,397,Fair,O
9685,397,Play,O
9686,397,rankings,O
9687,397,for,O
9688,397,199596,O
9689,397,with,O
9690,397,862,O
9691,397,points,O
9692,397,ahead,O
9693,397,of,O
9694,397,England,LOC
9695,397,with,O
9696,397,861,O
9697,397,and,O
9698,397,Sweden,LOC
9699,397,857,O
9700,398,The,O
9701,398,rankings,O
9702,398,are,O
9703,398,based,O
9704,398,on,O
9705,398,a,O
9706,398,formula,O
9707,398,that,O
9708,398,takes,O
9709,398,into,O
9710,398,account,O
9711,398,many,O
9712,398,factors,O
9713,398,including,O
9714,398,red,O
9715,398,and,O
9716,398,yellow,O
9717,398,cards,O
9718,398,and,O
9719,398,coaching,O
9720,398,and,O
9721,398,spectators,O
9722,398,behaviour,O
9723,398,at,O
9724,398,matches,O
9725,398,played,O
9726,398,at,O
9727,398,an,O
9728,398,international,O
9729,398,level,O
9730,398,by,O
9731,398,clubs,O
9732,398,and,O
9733,398,national,O
9734,398,teams,O
9735,399,Only,O
9736,399,the,O
9737,399,top,O
9738,399,three,O
9739,399,countries,O
9740,399,are,O
9741,399,allocated,O
9742,399,additional,O
9743,399,places,O
9744,400,The,O
9745,400,UEFA,O
9746,400,Fair,O
9747,400,Play,O
9748,400,rankings,O
9749,400,are,O
9750,400,1,O
9751,401,Norway,LOC
9752,401,862,O
9753,401,points,O
9754,401,2,O
9755,401,England,LOC
9756,401,861,O
9757,401,3,O
9758,401,Sweden,LOC
9759,401,857,O
9760,401,4,O
9761,401,Faroe,LOC
9762,401,Islands,LOC
9763,401,856,O
9764,401,5,O
9765,401,Wales,LOC
9766,401,854,O
9767,401,6,O
9768,401,Estonia,LOC
9769,401,852,O
9770,401,7,O
9771,401,Ireland,LOC
9772,401,845,O
9773,401,8,O
9774,401,Belarus,LOC
9775,401,839,O
9776,401,9,O
9777,401,Iceland,LOC
9778,401,835,O
9779,401,10,O
9780,401,Netherlands,LOC
9781,401,830,O
9782,401,10,O
9783,401,Denmark,LOC
9784,401,830,O
9785,401,10,O
9786,401,Germany,LOC
9787,401,830,O
9788,401,13,O
9789,401,Scotland,LOC
9790,401,829,O
9791,401,13,O
9792,401,Latvia,LOC
9793,401,829,O
9794,401,15,O
9795,401,Moldova,LOC
9796,401,824,O
9797,401,16,O
9798,401,Yugoslavia,LOC
9799,401,822,O
9800,401,16,O
9801,401,Belgium,LOC
9802,401,822,O
9803,401,18,O
9804,401,Luxembourg,LOC
9805,401,820,O
9806,401,19,O
9807,401,France,LOC
9808,401,818,O
9809,401,20,O
9810,401,Israel,LOC
9811,401,817,O
9812,401,21,O
9813,401,Switzerland,LOC
9814,401,815,O
9815,401,21,O
9816,401,Slovakia,LOC
9817,401,815,O
9818,401,23,O
9819,401,Poland,LOC
9820,401,812,O
9821,401,23,O
9822,401,Portugal,LOC
9823,401,812,O
9824,401,25,O
9825,401,Georgia,LOC
9826,401,810,O
9827,401,26,O
9828,401,Ukraine,LOC
9829,401,809,O
9830,401,26,O
9831,401,Spain,LOC
9832,401,809,O
9833,401,26,O
9834,401,Finland,LOC
9835,401,809,O
9836,401,29,O
9837,401,Macedonia,LOC
9838,401,807,O
9839,401,30,O
9840,401,Lithuania,LOC
9841,401,806,O
9842,401,31,O
9843,401,Austria,LOC
9844,401,805,O
9845,401,32,O
9846,401,Russia,LOC
9847,401,803,O
9848,401,33,O
9849,401,Romania,LOC
9850,401,802,O
9851,401,33,O
9852,401,Turkey,LOC
9853,401,802,O
9854,401,35,O
9855,401,Hungary,LOC
9856,401,798,O
9857,401,36,O
9858,401,Czech,LOC
9859,401,Republic,LOC
9860,401,795,O
9861,401,37,O
9862,401,Greece,LOC
9863,401,789,O
9864,401,37,O
9865,401,Northern,LOC
9866,401,Ireland,LOC
9867,401,789,O
9868,401,39,O
9869,401,Italy,LOC
9870,401,785,O
9871,401,40,O
9872,401,Cyprus,LOC
9873,401,783,O
9874,401,41,O
9875,401,Armenia,LOC
9876,401,780,O
9877,401,42,O
9878,401,Slovenia,LOC
9879,401,777,O
9880,401,43,O
9881,401,Croatia,LOC
9882,401,775,O
9883,401,44,O
9884,401,Bulgaria,LOC
9885,401,773,O
9886,401,45,O
9887,401,Malta,LOC
9888,401,740,O
9889,401,DOCSTART,O
9890,401,CRICKET,O
9891,401,POLICE,O
9892,401,COMMANDOS,O
9893,401,ON,O
9894,401,HAND,O
9895,401,FOR,O
9896,401,AUSTRALIANS,O
9897,401,FIRST,O
9898,401,MATCH,O
9899,402,COLOMBO,LOC
9900,402,19960822,O
9901,402,Armed,O
9902,402,police,O
9903,402,commandos,O
9904,402,patrolled,O
9905,402,the,O
9906,402,ground,O
9907,402,when,O
9908,402,Australia,LOC
9909,402,opened,O
9910,402,their,O
9911,402,short,O
9912,402,tour,O
9913,402,of,O
9914,402,Sri,LOC
9915,402,Lanka,LOC
9916,402,with,O
9917,402,a,O
9918,402,fiverun,O
9919,402,win,O
9920,402,over,O
9921,402,the,O
9922,402,countrys,O
9923,402,youth,O
9924,402,team,O
9925,402,on,O
9926,402,Thursday,O
9927,403,Australia,LOC
9928,403,in,O
9929,403,Sri,LOC
9930,403,Lanka,LOC
9931,403,for,O
9932,403,a,O
9933,403,limited,O
9934,403,overs,O
9935,403,tournament,O
9936,403,which,O
9937,403,also,O
9938,403,includes,O
9939,403,India,LOC
9940,403,and,O
9941,403,Zimbabwe,LOC
9942,403,have,O
9943,403,been,O
9944,403,promised,O
9945,403,the,O
9946,403,presence,O
9947,403,of,O
9948,403,commandos,O
9949,403,sniffer,O
9950,403,dogs,O
9951,403,and,O
9952,403,plainclothes,O
9953,403,policemen,O
9954,403,to,O
9955,403,ensure,O
9956,403,the,O
9957,403,tournament,O
9958,403,is,O
9959,403,troublefree,O
9960,404,They,O
9961,404,are,O
9962,404,making,O
9963,404,their,O
9964,404,first,O
9965,404,visit,O
9966,404,to,O
9967,404,the,O
9968,404,island,O
9969,404,since,O
9970,404,boycotting,O
9971,404,a,O
9972,404,World,O
9973,404,Cup,O
9974,404,fixture,O
9975,404,in,O
9976,404,February,O
9977,404,because,O
9978,404,of,O
9979,404,fears,O
9980,404,over,O
9981,404,ethnic,O
9982,404,violence,O
9983,405,Australia,LOC
9984,405,batting,O
9985,405,first,O
9986,405,in,O
9987,405,Thursdays,O
9988,405,the,O
9989,405,warmup,O
9990,405,match,O
9991,405,scored,O
9992,405,251,O
9993,405,for,O
9994,405,seven,O
9995,405,from,O
9996,405,their,O
9997,405,50,O
9998,405,overs,O
9999,406,Ricky,PER
10000,406,Ponting,PER
10001,406,led,O
10002,406,the,O
10003,406,way,O
10004,406,with,O
10005,406,100,O
10006,406,off,O
10007,406,119,O
10008,406,balls,O
10009,406,with,O
10010,406,two,O
10011,406,sixes,O
10012,406,and,O
10013,406,nine,O
10014,406,fours,O
10015,406,before,O
10016,406,retiring,O
10017,407,The,O
10018,407,youth,O
10019,407,side,O
10020,407,replied,O
10021,407,with,O
10022,407,246,O
10023,407,for,O
10024,407,seven,O
10025,408,Australian,O
10026,408,coach,O
10027,408,Geoff,PER
10028,408,Marsh,PER
10029,408,said,O
10030,408,he,O
10031,408,was,O
10032,408,impressed,O
10033,408,with,O
10034,408,the,O
10035,408,competitiveness,O
10036,408,of,O
10037,408,the,O
10038,408,opposition,O
10039,409,We,O
10040,409,were,O
10041,409,made,O
10042,409,to,O
10043,409,sweat,O
10044,409,to,O
10045,409,win,O
10046,409,he,O
10047,409,said,O
10048,410,DOCSTART,O
10049,410,ONE,O
10050,410,ROMANIAN,O
10051,410,DIES,O
10052,410,IN,O
10053,410,BUS,O
10054,410,CRASH,O
10055,410,IN,O
10056,410,BULGARIA,LOC
10057,411,SOFIA,LOC
10058,411,19960822,O
10059,411,One,O
10060,411,Romanian,O
10061,411,passenger,O
10062,411,was,O
10063,411,killed,O
10064,411,and,O
10065,411,14,O
10066,411,others,O
10067,411,were,O
10068,411,injured,O
10069,411,on,O
10070,411,Thursday,O
10071,411,when,O
10072,411,a,O
10073,411,Romanianregistered,O
10074,411,bus,O
10075,411,collided,O
10076,411,with,O
10077,411,a,O
10078,411,Bulgarian,O
10079,411,one,O
10080,411,in,O
10081,411,northern,O
10082,411,Bulgaria,LOC
10083,411,police,O
10084,411,said,O
10085,412,The,O
10086,412,two,O
10087,412,buses,O
10088,412,collided,O
10089,412,head,O
10090,412,on,O
10091,412,at,O
10092,412,5,O
10093,412,oclock,O
10094,412,this,O
10095,412,morning,O
10096,412,on,O
10097,412,the,O
10098,412,road,O
10099,412,between,O
10100,412,the,O
10101,412,towns,O
10102,412,of,O
10103,412,Rousse,LOC
10104,412,and,O
10105,412,Veliko,LOC
10106,412,Tarnovo,LOC
10107,412,police,O
10108,412,said,O
10109,413,A,O
10110,413,Romanian,O
10111,413,woman,O
10112,413,Maria,PER
10113,413,Marco,PER
10114,413,35,O
10115,413,was,O
10116,413,killed,O
10117,414,The,O
10118,414,accident,O
10119,414,was,O
10120,414,being,O
10121,414,investigated,O
10122,414,police,O
10123,414,added,O
10124,415,Sofia,ORG
10125,415,Newsroom,ORG
10126,415,359284561,O
10127,415,DOCSTART,O
10128,415,OFFICIAL,ORG
10129,415,JOURNAL,ORG
10130,415,CONTENTS,O
10131,415,OJ,ORG
10132,415,L,O
10133,415,211,O
10134,415,OF,O
10135,415,AUGUST,O
10136,415,21,O
10137,415,1996,O
10138,416,Note,O
10139,416,contents,O
10140,416,are,O
10141,416,displayed,O
10142,416,in,O
10143,416,reverse,O
10144,416,order,O
10145,416,to,O
10146,416,that,O
10147,416,in,O
10148,416,the,O
10149,416,printed,O
10150,416,Journal,ORG
10151,416,Corrigendum,O
10152,416,to,O
10153,416,Commission,O
10154,416,Regulation,O
10155,416,EC,ORG
10156,416,No,O
10157,416,146496,O
10158,416,of,O
10159,416,25,O
10160,416,July,O
10161,416,1996,O
10162,416,relating,O
10163,416,to,O
10164,416,a,O
10165,416,standing,O
10166,416,invitation,O
10167,416,to,O
10168,416,tender,O
10169,416,to,O
10170,416,determine,O
10171,416,levies,O
10172,416,and,O
10173,416,or,O
10174,416,refunds,O
10175,416,on,O
10176,416,exports,O
10177,416,of,O
10178,416,white,O
10179,416,sugar,O
10180,416,OJ,O
10181,416,No,O
10182,416,L,O
10183,416,187,O
10184,416,of,O
10185,416,2671996,O
10186,416,Corrigendum,O
10187,416,to,O
10188,416,Commission,O
10189,416,Regulation,O
10190,416,EC,ORG
10191,416,No,O
10192,416,65896,O
10193,416,of,O
10194,416,9,O
10195,416,April,O
10196,416,1996,O
10197,416,on,O
10198,416,certain,O
10199,416,conditions,O
10200,416,for,O
10201,416,granting,O
10202,416,compensatory,O
10203,416,payments,O
10204,416,under,O
10205,416,the,O
10206,416,support,O
10207,416,system,O
10208,416,for,O
10209,416,producers,O
10210,416,of,O
10211,416,certain,O
10212,416,arable,O
10213,416,crops,O
10214,416,OJ,ORG
10215,416,No,O
10216,416,L,O
10217,416,91,O
10218,416,of,O
10219,416,1241996,O
10220,416,Commission,O
10221,416,Regulation,O
10222,416,EC,ORG
10223,416,No,O
10224,416,166396,O
10225,416,of,O
10226,416,20,O
10227,416,August,O
10228,416,1996,O
10229,416,establishing,O
10230,416,the,O
10231,416,standard,O
10232,416,import,O
10233,416,values,O
10234,416,for,O
10235,416,determining,O
10236,416,the,O
10237,416,entry,O
10238,416,price,O
10239,416,of,O
10240,416,certain,O
10241,416,fruit,O
10242,416,and,O
10243,416,vegetables,O
10244,416,END,O
10245,416,OF,O
10246,416,DOCUMENT,O
10247,417,DOCSTART,O
10248,417,In,ORG
10249,417,Home,ORG
10250,417,Health,ORG
10251,417,to,O
10252,417,appeal,O
10253,417,payment,O
10254,417,denial,O
10255,418,MINNETONKA,LOC
10256,418,Minn,LOC
10257,419,19960822,O
10258,419,In,ORG
10259,419,Home,ORG
10260,419,Health,ORG
10261,419,Inc,ORG
10262,419,said,O
10263,419,on,O
10264,419,Thursday,O
10265,419,it,O
10266,419,will,O
10267,419,appeal,O
10268,419,to,O
10269,419,the,O
10270,419,US,ORG
10271,419,Federal,ORG
10272,419,District,ORG
10273,419,Court,ORG
10274,419,in,O
10275,419,Minneapolis,LOC
10276,419,a,O
10277,419,decision,O
10278,419,by,O
10279,419,the,O
10280,419,Health,ORG
10281,419,Care,ORG
10282,419,Financing,ORG
10283,419,Administration,ORG
10284,419,HCFA,ORG
10285,419,that,O
10286,419,denied,O
10287,419,reimbursement,O
10288,419,of,O
10289,419,certain,O
10290,419,costs,O
10291,419,under,O
10292,419,Medicaid,O
10293,420,The,O
10294,420,HCFA,ORG
10295,420,Administrator,O
10296,420,reversed,O
10297,420,a,O
10298,420,previously,O
10299,420,favorable,O
10300,420,decision,O
10301,420,regarding,O
10302,420,the,O
10303,420,reimbursement,O
10304,420,of,O
10305,420,costs,O
10306,420,related,O
10307,420,to,O
10308,420,the,O
10309,420,companys,O
10310,420,community,O
10311,420,liaison,O
10312,420,personnel,O
10313,420,it,O
10314,420,added,O
10315,421,The,O
10316,421,company,O
10317,421,said,O
10318,421,it,O
10319,421,continues,O
10320,421,to,O
10321,421,believe,O
10322,421,the,O
10323,421,majority,O
10324,421,of,O
10325,421,the,O
10326,421,community,O
10327,421,liaison,O
10328,421,costs,O
10329,421,are,O
10330,421,coverable,O
10331,421,under,O
10332,421,the,O
10333,421,terms,O
10334,421,of,O
10335,421,the,O
10336,421,Medicare,O
10337,421,program,O
10338,422,We,O
10339,422,are,O
10340,422,disappointed,O
10341,422,with,O
10342,422,the,O
10343,422,administrators,O
10344,422,decision,O
10345,422,but,O
10346,422,we,O
10347,422,continue,O
10348,422,to,O
10349,422,be,O
10350,422,optimistic,O
10351,422,regarding,O
10352,422,an,O
10353,422,ultimate,O
10354,422,favorable,O
10355,422,resolution,O
10356,422,Mark,PER
10357,422,Gildea,PER
10358,422,chief,O
10359,422,executive,O
10360,422,officer,O
10361,422,said,O
10362,422,in,O
10363,422,a,O
10364,422,statement,O
10365,423,In,ORG
10366,423,Home,ORG
10367,423,Health,ORG
10368,423,said,O
10369,423,it,O
10370,423,previously,O
10371,423,recorded,O
10372,423,a,O
10373,423,reserve,O
10374,423,equal,O
10375,423,to,O
10376,423,16,O
10377,423,percent,O
10378,423,of,O
